transaction_id,date,store_id,product_id,quantity,unit_price,discount_pct,sales_value
6379,2023-06-16,7,25,2.0,96.32,0.0,192.64
6380,2023-06-16,3,40,3.0,115.79,0.0,347.37
6381,2023-06-16,7,21,4.0,70.06,0.0,280.24
6382,2023-06-16,8,5,2.0,185.37,0.29718852635335163,260.56
6383,2023-06-16,7,11,4.0,50.65,0.0,202.6
6384,2023-06-17,5,27,4.0,125.49,0.0,501.96
6385,2023-06-17,8,4,1.0,11.33,0.0,11.33
6386,2023-06-17,3,23,4.0,78.96,0.0,315.84
6387,2023-06-17,7,23,4.0,78.96,0.0,315.84
6388,2023-06-17,4,34,5.0,6.03,0.0,30.15
6389,2023-06-17,2,21,2.0,70.06,0.0,140.12
6390,2023-06-17,1,22,5.0,79.06,0.0,395.3
6391,2023-06-17,1,1,1.0,94.28,0.0,94.28
6392,2023-06-17,4,32,2.0,181.5,0.0,363.0
6393,2023-06-17,8,28,3.0,38.16,0.0,114.48
6394,2023-06-17,2,18,2.0,26.73,0.0,53.46
6395,2023-06-17,1,7,5.0,159.35,0.0,796.75
6396,2023-06-17,6,38,5.0,235.01,0.0,1175.05
6397,2023-06-17,5,6,4.0,63.67,0.0,254.68
6398,2023-06-17,6,14,3.0,279.94,0.0,839.82
6399,2023-06-17,2,30,2.0,19.62,0.0,39.24
6400,2023-06-17,6,14,3.0,279.94,0.0,839.82
6401,2023-06-17,3,9,4.0,147.97,0.24477281344090313,447.0
6402,2023-06-17,7,31,3.0,202.74,0.0,608.22
6403,2023-06-17,7,2,3.0,41.66,0.09045353512445183,113.68
6404,2023-06-17,5,18,2.0,26.73,0.0,53.46
6405,2023-06-17,2,5,3.0,185.37,0.0,556.11
6406,2023-06-17,4,26,4.0,92.25,0.0,369.0
6407,2023-06-17,8,23,1.0,78.96,0.0,78.96
6408,2023-06-17,1,12,1.0,204.81,0.0,204.81
6409,2023-06-17,5,14,5.0,279.94,0.0,1399.7
6410,2023-06-17,4,13,1.0,226.66,0.06099975763957764,212.83
6411,2023-06-17,2,35,2.0,248.73,0.0,497.46
6412,2023-06-17,3,15,5.0,242.67,0.061605346361688504,1138.6
6413,2023-06-17,1,35,1.0,248.73,0.0,248.73
6414,2023-06-17,1,19,1.0,52.25,0.0,52.25
6415,2023-06-17,5,15,5.0,242.67,0.12435478105727475,1062.46
6416,2023-06-17,4,8,2.0,94.17,0.0,188.34
6417,2023-06-17,7,23,5.0,78.96,0.0,394.8
6418,2023-06-17,2,13,2.0,226.66,0.0,453.32
6419,2023-06-17,2,23,2.0,78.96,0.0,157.92
6420,2023-06-17,4,31,4.0,202.74,0.0,810.96
6421,2023-06-17,1,30,,19.62,0.0,19.62
6422,2023-06-17,8,2,1.0,41.66,0.0,41.66
6423,2023-06-17,4,11,3.0,50.65,0.0,151.95
6424,2023-06-17,6,25,5.0,96.32,0.0,481.6
6425,2023-06-17,7,29,4.0,239.04,0.0,956.16
6426,2023-06-17,2,22,1.0,79.06,0.21607540006498216,61.98
6427,2023-06-17,8,19,3.0,52.25,0.0,156.75
6428,2023-06-17,4,9,4.0,147.97,0.0,591.88
6429,2023-06-17,1,38,2.0,235.01,0.0,470.02
6430,2023-06-17,5,29,1.0,239.04,0.0,239.04
6431,2023-06-17,8,10,5.0,173.99,0.25071227674707036,651.84
6432,2023-06-17,6,22,4.0,79.06,0.0,316.24
6433,2023-06-17,1,24,3.0,197.31,0.22440112534859052,459.1
6434,2023-06-17,3,8,5.0,94.17,0.0,470.85
6435,2023-06-18,2,1,1.0,94.28,0.0,94.28
6436,2023-06-18,7,23,5.0,78.96,0.0,394.8
6437,2023-06-18,8,29,1.0,239.04,0.0,239.04
6438,2023-06-18,5,32,2.0,181.5,0.0,363.0
6439,2023-06-18,5,2,4.0,41.66,0.2634321594910958,122.74
6440,2023-06-18,1,36,4.0,199.37,0.0,797.48
6441,2023-06-18,1,17,3.0,241.5,0.1473627946229809,617.74
6442,2023-06-18,2,2,2.0,41.66,0.0,83.32
6443,2023-06-18,6,4,3.0,11.33,0.07660842967492539,31.39
6444,2023-06-18,3,34,1.0,6.03,0.0,6.03
6445,2023-06-18,1,1,5.0,94.28,0.0,471.4
6446,2023-06-18,2,23,4.0,78.96,0.10401005611839494,282.99
6447,2023-06-18,6,6,5.0,63.67,0.0,318.35
6448,2023-06-18,6,16,1.0,180.43,0.0,180.43
6449,2023-06-18,5,2,1.0,41.66,0.0,41.66
6450,2023-06-18,6,12,2.0,204.81,0.10335653349210276,367.28
6451,2023-06-18,4,27,3.0,125.49,0.0,376.47
6452,2023-06-18,5,19,4.0,52.25,0.0,209.0
6453,2023-06-18,5,28,4.0,38.16,0.0,152.64
6454,2023-06-18,4,35,5.0,248.73,0.0,1243.65
6455,2023-06-18,7,4,2.0,11.33,0.0,22.66
6456,2023-06-18,7,7,1.0,159.35,0.0,159.35
6457,2023-06-18,5,37,2.0,229.05,0.0,458.1
6458,2023-06-18,1,25,4.0,96.32,0.27621302545003235,278.86
6459,2023-06-18,5,17,3.0,241.5,0.0,724.5
6460,2023-06-18,4,14,5.0,279.94,0.06307671337742142,1311.41
6461,2023-06-18,2,37,1.0,229.05,0.0,229.05
6462,2023-06-18,8,2,1.0,41.66,0.0,41.66
6463,2023-06-18,2,24,1.0,197.31,0.0,197.31
6464,2023-06-18,2,15,3.0,242.67,0.06587636732041631,680.05
6465,2023-06-18,7,33,4.0,45.39,0.0,181.56
6466,2023-06-18,4,12,4.0,204.81,0.0,819.24
6467,2023-06-18,4,19,2.0,52.25,0.0,104.5
6468,2023-06-18,1,5,2.0,185.37,0.0,370.74
6469,2023-06-18,4,1,4.0,94.28,0.0,377.12
6470,2023-06-18,6,9,1.0,147.97,0.0,147.97
6471,2023-06-18,2,39,3.0,19.02,0.0,57.06
6472,2023-06-18,4,34,4.0,6.03,0.0,24.12
6473,2023-06-18,3,29,3.0,239.04,0.0,717.12
6474,2023-06-18,7,2,5.0,41.66,0.0,208.3
6475,2023-06-18,5,19,1.0,52.25,0.0,52.25
6476,2023-06-18,1,28,5.0,38.16,0.0,190.8
6477,2023-06-18,2,35,4.0,248.73,0.0,994.92
6478,2023-06-18,8,40,2.0,115.79,0.0,231.58
6479,2023-06-18,6,22,4.0,79.06,0.0,316.24
6480,2023-06-18,6,4,5.0,11.33,0.0,56.65
6481,2023-06-18,8,8,3.0,94.17,0.0,282.51
6482,2023-06-18,2,1,4.0,94.28,0.0,377.12
6483,2023-06-18,6,36,2.0,199.37,0.10531098610301222,356.75
6484,2023-06-18,3,7,5.0,159.35,0.0,796.75
6485,2023-06-19,4,28,5.0,38.16,0.0,190.8
6486,2023-06-19,4,32,1.0,181.5,0.0,181.5
6487,2023-06-19,6,16,1.0,180.43,0.0,180.43
6488,2023-06-19,5,39,1.0,19.02,0.0,19.02
6489,2023-06-19,8,1,5.0,94.28,0.0,471.4
6490,2023-06-19,3,34,5.0,6.03,0.0,30.15
6491,2023-06-19,4,23,1.0,78.96,0.0,78.96
6492,2023-06-19,3,20,1.0,11.5,0.0,11.5
6493,2023-06-19,2,18,5.0,26.73,0.0,133.65
6494,2023-06-19,4,18,1.0,26.73,0.0,26.73
6495,2023-06-19,3,40,5.0,115.79,0.0,578.95
6496,2023-06-19,5,21,4.0,70.06,0.0,280.24
6497,2023-06-19,6,8,2.0,94.17,0.0,188.34
6498,2023-06-19,7,34,2.0,6.03,0.0,12.06
6499,2023-06-19,5,11,5.0,50.65,0.0,253.25
6500,2023-06-19,5,10,1.0,173.99,0.0,173.99
6501,2023-06-19,7,8,2.0,94.17,0.0,188.34
6502,2023-06-19,4,8,3.0,94.17,0.2591593180537307,209.29
6503,2023-06-19,5,19,1.0,52.25,0.0,52.25
6504,2023-06-19,6,1,5.0,94.28,0.0,471.4
6505,2023-06-19,1,3,3.0,140.11,0.0,420.33
6506,2023-06-19,8,32,5.0,181.5,0.29139374493168463,643.06
6507,2023-06-19,6,16,1.0,180.43,0.0,180.43
6508,2023-06-19,2,30,4.0,19.62,0.17488384943601004,64.76
6509,2023-06-19,6,28,4.0,38.16,0.0,152.64
6510,2023-06-19,3,28,4.0,38.16,0.0,152.64
6511,2023-06-19,1,16,1.0,180.43,0.0,180.43
6512,2023-06-19,4,33,1.0,45.39,0.0,45.39
6513,2023-06-19,3,25,3.0,96.32,0.0,288.96
6514,2023-06-19,7,18,1.0,26.73,0.0,26.73
6515,2023-06-19,6,26,1.0,92.25,0.0,92.25
6516,2023-06-19,3,6,3.0,63.67,0.0,191.01
6517,2023-06-19,5,38,3.0,235.01,0.0,705.03
6518,2023-06-19,3,3,5.0,140.11,0.0,700.55
6519,2023-06-19,3,6,2.0,63.67,0.0,127.34
6520,2023-06-19,6,14,2.0,279.94,0.0,559.88
6521,2023-06-19,2,18,5.0,26.73,0.1307306402276685,116.18
6522,2023-06-20,7,38,3.0,235.01,0.0,705.03
6523,2023-06-20,5,6,2.0,63.67,0.0,127.34
6524,2023-06-20,7,11,3.0,50.65,0.0,151.95
6525,2023-06-20,8,9,1.0,147.97,0.0,147.97
6526,2023-06-20,8,30,3.0,19.62,0.0,58.86
6527,2023-06-20,8,22,2.0,79.06,0.0,158.12
6528,2023-06-20,5,39,1.0,19.02,0.0,19.02
6529,2023-06-20,2,9,1.0,147.97,0.0,147.97
6530,2023-06-20,8,38,1.0,235.01,0.20430324451106918,187.0
6531,2023-06-20,4,33,4.0,45.39,0.23037265689225495,139.73
6532,2023-06-20,6,26,4.0,92.25,0.13406596991562875,319.53
6533,2023-06-20,1,16,1.0,180.43,0.09712094379190443,162.91
6534,2023-06-20,7,9,2.0,147.97,0.1139105574749009,262.23
6535,2023-06-20,6,23,1.0,78.96,0.0,78.96
6536,2023-06-20,7,15,1.0,242.67,0.0,242.67
6537,2023-06-20,7,19,3.0,52.25,0.0,156.75
6538,2023-06-20,3,16,3.0,180.43,0.0,541.29
6539,2023-06-20,6,25,3.0,96.32,0.0,288.96
6540,2023-06-20,6,35,5.0,248.73,0.09117123491527336,1130.26
6541,2023-06-20,3,13,3.0,226.66,0.0,679.98
6542,2023-06-20,1,7,3.0,159.35,0.0,478.05
6543,2023-06-20,1,34,2.0,6.03,0.0,12.06
6544,2023-06-20,5,14,4.0,279.94,0.0,1119.76
6545,2023-06-20,8,23,4.0,78.96,0.0,315.84
6546,2023-06-20,7,23,4.0,78.96,0.0,315.84
6547,2023-06-20,8,17,5.0,241.5,0.0,1207.5
6548,2023-06-20,1,13,1.0,226.66,0.0,226.66
6549,2023-06-20,2,27,3.0,125.49,0.08984958516810772,342.64
6550,2023-06-20,5,2,2.0,41.66,0.0,83.32
6551,2023-06-20,8,37,5.0,229.05,0.0,1145.25
6552,2023-06-20,4,30,4.0,19.62,0.0,78.48
6553,2023-06-20,5,4,5.0,11.33,0.0,56.65
6554,2023-06-20,7,30,2.0,19.62,0.20477760942040096,31.2
6555,2023-06-21,4,4,2.0,11.33,0.0,22.66
6556,2023-06-21,4,17,4.0,241.5,0.0,966.0
6557,2023-06-21,4,17,3.0,241.5,0.0,724.5
6558,2023-06-21,6,19,5.0,52.25,0.0,261.25
6559,2023-06-21,6,4,3.0,11.33,0.0,33.99
6560,2023-06-21,4,29,4.0,239.04,0.0,956.16
6561,2023-06-21,3,17,4.0,241.5,0.0,966.0
6562,2023-06-21,7,22,5.0,79.06,0.24996455543822277,296.49
6563,2023-06-21,7,2,5.0,41.66,0.0,208.3
6564,2023-06-21,7,12,2.0,204.81,0.20278862255657515,326.55
6565,2023-06-21,8,11,1.0,50.65,0.0,50.65
6566,2023-06-21,1,40,3.0,115.79,0.0,347.37
6567,2023-06-21,1,29,2.0,239.04,0.0,478.08
6568,2023-06-21,3,20,1.0,11.5,0.0,11.5
6569,2023-06-21,2,5,2.0,185.37,0.0,370.74
6570,2023-06-21,7,25,5.0,96.32,0.0,481.6
6571,2023-06-21,7,34,5.0,6.03,0.0,30.15
6572,2023-06-21,1,12,4.0,204.81,0.0,819.24
6573,2023-06-21,6,28,3.0,38.16,0.0,114.48
6574,2023-06-21,5,34,3.0,6.03,0.0,18.09
6575,2023-06-21,6,6,3.0,63.67,0.29299692053119036,135.04
6576,2023-06-21,8,19,2.0,52.25,0.0,104.5
6577,2023-06-21,1,12,2.0,204.81,0.0,409.62
6578,2023-06-21,8,25,3.0,96.32,0.0,288.96
6579,2023-06-21,8,13,4.0,226.66,0.0,906.64
6580,2023-06-21,3,17,1.0,241.5,0.1478245839957672,205.8
6581,2023-06-21,2,12,2.0,204.81,0.0,409.62
6582,2023-06-21,1,3,3.0,140.11,0.0,420.33
6583,2023-06-21,3,24,5.0,197.31,0.0,986.55
6584,2023-06-21,5,8,2.0,94.17,0.0,188.34
6585,2023-06-21,4,36,1.0,199.37,0.0,199.37
6586,2023-06-21,5,26,2.0,92.25,0.0,184.5
6587,2023-06-21,5,8,1.0,94.17,0.0,94.17
6588,2023-06-21,7,32,,181.5,0.280773611470923,130.54
6589,2023-06-21,2,32,2.0,181.5,0.0,363.0
6590,2023-06-21,1,1,1.0,94.28,0.0,94.28
6591,2023-06-21,8,3,2.0,140.11,0.0,280.22
6592,2023-06-21,4,1,2.0,94.28,0.0,188.56
6593,2023-06-21,3,15,,242.67,0.0,970.68
6594,2023-06-22,6,38,4.0,235.01,0.0,940.04
6595,2023-06-22,2,10,5.0,173.99,0.0,869.95
6596,2023-06-22,5,29,2.0,239.04,0.0,478.08
6597,2023-06-22,5,31,5.0,202.74,0.0,1013.7
6598,2023-06-22,8,11,4.0,50.65,0.0,202.6
6599,2023-06-22,1,23,2.0,78.96,0.0,157.92
6600,2023-06-22,8,30,1.0,19.62,0.0,19.62
6601,2023-06-22,8,25,2.0,96.32,0.0,192.64
6602,2023-06-22,6,16,1.0,180.43,0.0,180.43
6603,2023-06-22,5,23,3.0,78.96,0.0,236.88
6604,2023-06-22,2,33,2.0,45.39,0.0,90.78
6605,2023-06-22,4,37,2.0,229.05,0.0,458.1
6606,2023-06-22,2,28,5.0,38.16,0.0,190.8
6607,2023-06-22,6,27,5.0,125.49,0.0,627.45
6608,2023-06-22,4,6,4.0,63.67,0.0,254.68
6609,2023-06-22,7,38,1.0,235.01,0.0,235.01
6610,2023-06-22,7,37,5.0,229.05,0.0,1145.25
6611,2023-06-22,5,6,,63.67,0.0,254.68
6612,2023-06-22,2,25,1.0,96.32,0.0,96.32
6613,2023-06-22,1,13,1.0,226.66,0.0,226.66
6614,2023-06-22,6,33,1.0,45.39,0.21451551462141966,35.65
6615,2023-06-22,5,33,3.0,45.39,0.0,136.17
6616,2023-06-22,1,25,1.0,96.32,0.0,96.32
6617,2023-06-22,4,14,4.0,279.94,0.0,1119.76
6618,2023-06-22,7,40,1.0,115.79,0.0,115.79
6619,2023-06-22,3,38,1.0,235.01,0.0,235.01
6620,2023-06-22,3,9,4.0,147.97,0.0,591.88
6621,2023-06-22,4,18,2.0,26.73,0.0,53.46
6622,2023-06-22,3,15,1.0,242.67,0.0,242.67
6623,2023-06-22,8,4,4.0,11.33,0.0,45.32
6624,2023-06-22,6,34,5.0,6.03,0.0,30.15
6625,2023-06-22,8,38,4.0,235.01,0.0,940.04
6626,2023-06-22,5,17,3.0,241.5,0.0,724.5
6627,2023-06-23,2,6,2.0,63.67,0.0,127.34
6628,2023-06-23,2,24,1.0,197.31,0.0,197.31
6629,2023-06-23,7,18,2.0,26.73,0.0,53.46
6630,2023-06-23,4,10,5.0,173.99,0.0,869.95
6631,2023-06-23,1,15,2.0,242.67,0.0,485.34
6632,2023-06-23,1,34,5.0,6.03,0.0,30.15
6633,2023-06-23,2,8,5.0,94.17,0.0,470.85
6634,2023-06-23,4,35,5.0,248.73,0.10827478659805327,1108.99
6635,2023-06-23,8,27,3.0,125.49,0.0,376.47
6636,2023-06-23,3,25,3.0,96.32,0.0,288.96
6637,2023-06-23,3,3,2.0,140.11,0.0,280.22
6638,2023-06-23,1,21,1.0,70.06,0.0,70.06
6639,2023-06-23,7,39,2.0,19.02,0.26485288175986754,27.96
6640,2023-06-23,7,32,3.0,181.5,0.0,544.5
6641,2023-06-23,2,21,4.0,70.06,0.0,280.24
6642,2023-06-23,4,9,4.0,147.97,0.0,591.88
6643,2023-06-23,4,1,2.0,94.28,0.0,188.56
6644,2023-06-23,3,4,3.0,11.33,0.0,33.99
6645,2023-06-23,3,4,5.0,11.33,0.0,56.65
6646,2023-06-23,7,26,3.0,92.25,0.0,276.75
6647,2023-06-23,5,34,2.0,6.03,0.0,12.06
6648,2023-06-23,5,27,3.0,125.49,0.0,376.47
6649,2023-06-23,2,15,4.0,242.67,0.0,970.68
6650,2023-06-23,5,32,5.0,181.5,0.24061022716902597,689.15
6651,2023-06-23,4,7,2.0,159.35,0.0,318.7
6652,2023-06-23,5,14,2.0,279.94,0.0,559.88
6653,2023-06-23,8,23,1.0,78.96,0.0646025329792864,73.86
6654,2023-06-23,1,1,5.0,94.28,0.0,471.4
6655,2023-06-23,1,32,2.0,181.5,0.05688811520234423,342.35
6656,2023-06-23,6,26,3.0,92.25,0.0,276.75
6657,2023-06-23,3,9,3.0,147.97,0.0,443.91
6658,2023-06-23,3,16,3.0,180.43,0.0,541.29
6659,2023-06-23,7,31,3.0,202.74,0.0,608.22
6660,2023-06-23,2,2,2.0,41.66,0.0,83.32
6661,2023-06-23,8,32,4.0,181.5,0.0,726.0
6662,2023-06-24,2,33,3.0,45.39,0.0,136.17
6663,2023-06-24,3,35,2.0,248.73,0.10401793316834322,445.72
6664,2023-06-24,3,19,4.0,52.25,0.0,209.0
6665,2023-06-24,8,15,5.0,242.67,0.0,1213.35
6666,2023-06-24,8,35,5.0,248.73,0.0,1243.65
6667,2023-06-24,4,8,3.0,94.17,0.12134462939313488,248.23
6668,2023-06-24,2,1,2.0,94.28,0.0,188.56
6669,2023-06-24,3,38,5.0,235.01,0.0,1175.05
6670,2023-06-24,6,22,,79.06,0.18031655964061094,259.22
6671,2023-06-24,2,17,2.0,241.5,0.0,483.0
6672,2023-06-24,1,16,5.0,180.43,0.0,902.15
6673,2023-06-24,8,1,5.0,94.28,0.0,471.4
6674,2023-06-24,5,3,1.0,140.11,0.0,140.11
6675,2023-06-24,5,6,1.0,63.67,0.0,63.67
6676,2023-06-24,6,3,5.0,140.11,0.0,700.55
6677,2023-06-24,2,30,3.0,19.62,0.11383585903762271,52.16
6678,2023-06-24,7,11,1.0,50.65,0.0,50.65
6679,2023-06-24,5,27,5.0,125.49,0.0,627.45
6680,2023-06-24,8,22,2.0,79.06,0.0,158.12
6681,2023-06-24,5,6,4.0,63.67,0.14869024643380346,216.81
6682,2023-06-24,7,38,1.0,235.01,0.0,235.01
6683,2023-06-24,1,31,5.0,202.74,0.0,1013.7
6684,2023-06-24,5,6,1.0,63.67,0.0,63.67
6685,2023-06-24,5,20,2.0,11.5,0.0,23.0
6686,2023-06-24,3,11,3.0,50.65,0.0,151.95
6687,2023-06-24,5,2,5.0,41.66,0.0,208.3
6688,2023-06-24,2,31,2.0,202.74,0.0,405.48
6689,2023-06-24,5,38,4.0,235.01,0.0,940.04
6690,2023-06-24,2,26,5.0,92.25,0.0,461.25
6691,2023-06-24,5,27,4.0,125.49,0.0,501.96
6692,2023-06-24,2,31,3.0,202.74,0.0,608.22
6693,2023-06-24,5,24,5.0,197.31,0.0,986.55
6694,2023-06-24,8,13,5.0,226.66,0.19510250579449318,912.19
6695,2023-06-24,6,25,2.0,96.32,0.0,192.64
6696,2023-06-24,8,37,1.0,229.05,0.0,229.05
6697,2023-06-24,2,25,5.0,96.32,0.0,481.6
6698,2023-06-24,5,29,3.0,239.04,0.0,717.12
6699,2023-06-25,8,9,2.0,147.97,0.0,295.94
6700,2023-06-25,1,15,4.0,242.67,0.0,970.68
6701,2023-06-25,6,39,1.0,19.02,0.0,19.02
6702,2023-06-25,3,2,3.0,41.66,0.0,124.98
6703,2023-06-25,1,4,1.0,11.33,0.0,11.33
6704,2023-06-25,1,24,5.0,197.31,0.12079581794525403,867.38
6705,2023-06-25,4,18,5.0,26.73,0.0,133.65
6706,2023-06-25,5,11,2.0,50.65,0.1575484886503164,85.34
6707,2023-06-25,8,37,3.0,229.05,0.0,687.15
6708,2023-06-25,6,26,2.0,92.25,0.0,184.5
6709,2023-06-25,4,8,1.0,94.17,0.0,94.17
6710,2023-06-25,7,22,,79.06,0.0,158.12
6711,2023-06-25,5,5,1.0,185.37,0.0,185.37
6712,2023-06-25,6,2,2.0,41.66,0.0,83.32
6713,2023-06-25,4,5,5.0,185.37,0.0,926.85
6714,2023-06-25,8,35,3.0,248.73,0.29925577600493625,522.89
6715,2023-06-25,4,32,2.0,181.5,0.0,363.0
6716,2023-06-25,6,19,1.0,52.25,0.0,52.25
6717,2023-06-25,2,39,3.0,19.02,0.0,57.06
6718,2023-06-25,3,4,5.0,11.33,0.10907192700988032,50.47
6719,2023-06-25,6,23,5.0,78.96,0.0,394.8
6720,2023-06-25,4,19,4.0,52.25,0.0,209.0
6721,2023-06-25,2,26,3.0,92.25,0.05572031850492097,261.33
6722,2023-06-25,4,26,2.0,92.25,0.0,184.5
6723,2023-06-25,3,7,5.0,159.35,0.0,796.75
6724,2023-06-25,7,32,2.0,181.5,0.0,363.0
6725,2023-06-25,8,33,2.0,45.39,0.0,90.78
6726,2023-06-25,2,26,1.0,92.25,0.0,92.25
6727,2023-06-25,6,24,2.0,197.31,0.0,394.62
6728,2023-06-25,5,23,4.0,78.96,0.19689399441081812,253.65
6729,2023-06-25,7,38,3.0,235.01,0.0,705.03
6730,2023-06-25,3,26,3.0,92.25,0.0,276.75
6731,2023-06-25,8,31,1.0,202.74,0.0,202.74
6732,2023-06-25,1,6,4.0,63.67,0.16249373989446336,213.3
6733,2023-06-25,6,31,4.0,202.74,0.0,810.96
6734,2023-06-25,8,40,3.0,115.79,0.0,347.37
6735,2023-06-25,6,12,4.0,204.81,0.0,819.24
6736,2023-06-25,6,17,5.0,241.5,0.0,1207.5
6737,2023-06-25,2,26,2.0,92.25,0.07605098808986345,170.47
6738,2023-06-25,1,3,2.0,140.11,0.0,280.22
6739,2023-06-25,7,15,3.0,242.67,0.0,728.01
6740,2023-06-25,7,38,3.0,235.01,0.0,705.03
6741,2023-06-25,2,24,4.0,197.31,0.0,789.24
6742,2023-06-25,5,30,1.0,19.62,0.0,19.62
6743,2023-06-25,2,36,3.0,199.37,0.0,598.11
6744,2023-06-25,6,27,3.0,125.49,0.0,376.47
6745,2023-06-25,4,22,3.0,79.06,0.0,237.18
6746,2023-06-26,1,15,3.0,242.67,0.08859337281018469,663.51
6747,2023-06-26,1,3,4.0,140.11,0.0,560.44
6748,2023-06-26,5,18,3.0,26.73,0.0,80.19
6749,2023-06-26,5,38,1.0,235.01,0.0,235.01
6750,2023-06-26,3,26,5.0,92.25,0.0,461.25
6751,2023-06-26,2,38,5.0,235.01,0.0,1175.05
6752,2023-06-26,1,33,1.0,45.39,0.0,45.39
6753,2023-06-26,8,21,2.0,70.06,0.0,140.12
6754,2023-06-26,4,17,3.0,241.5,0.0,724.5
6755,2023-06-26,4,2,1.0,41.66,0.0,41.66
6756,2023-06-26,5,25,1.0,96.32,0.0,96.32
6757,2023-06-26,2,19,5.0,52.25,0.0,261.25
6758,2023-06-26,7,38,4.0,235.01,0.0,940.04
6759,2023-06-26,1,25,4.0,96.32,0.0,385.28
6760,2023-06-26,5,39,2.0,19.02,0.09968811929214456,34.25
6761,2023-06-26,7,4,2.0,11.33,0.0,22.66
6762,2023-06-26,2,3,2.0,140.11,0.1373879470508365,241.72
6763,2023-06-26,1,34,5.0,6.03,0.0,30.15
6764,2023-06-26,4,10,1.0,173.99,0.0,173.99
6765,2023-06-26,4,27,2.0,125.49,0.0,250.98
6766,2023-06-26,5,26,5.0,92.25,0.26113660481867684,340.8
6767,2023-06-26,2,27,3.0,125.49,0.0,376.47
6768,2023-06-26,4,1,1.0,94.28,0.0,94.28
6769,2023-06-26,8,20,3.0,11.5,0.0,34.5
6770,2023-06-26,7,25,4.0,96.32,0.0,385.28
6771,2023-06-26,2,10,4.0,173.99,0.0,695.96
6772,2023-06-26,5,1,1.0,94.28,0.0,94.28
6773,2023-06-26,7,16,2.0,180.43,0.0,360.86
6774,2023-06-27,1,29,5.0,239.04,0.0,1195.2
6775,2023-06-27,5,7,3.0,159.35,0.0,478.05
6776,2023-06-27,2,31,2.0,202.74,0.0,405.48
6777,2023-06-27,1,18,1.0,26.73,0.0,26.73
6778,2023-06-27,7,9,3.0,147.97,0.0,443.91
6779,2023-06-27,2,8,1.0,94.17,0.0,94.17
6780,2023-06-27,8,33,4.0,45.39,0.0,181.56
6781,2023-06-27,2,5,5.0,185.37,0.0,926.85
6782,2023-06-27,2,14,2.0,279.94,0.0,559.88
6783,2023-06-27,4,13,1.0,226.66,0.0,226.66
6784,2023-06-27,2,11,2.0,50.65,0.0,101.3
6785,2023-06-27,1,20,4.0,11.5,0.07490544523741487,42.55
6786,2023-06-27,6,23,1.0,78.96,0.0,78.96
6787,2023-06-27,2,27,2.0,125.49,0.0,250.98
6788,2023-06-27,6,15,2.0,242.67,0.0,485.34
6789,2023-06-27,3,30,4.0,19.62,0.12563052312846662,68.62
6790,2023-06-27,7,16,3.0,180.43,0.0,541.29
6791,2023-06-27,5,40,4.0,115.79,0.0,463.16
6792,2023-06-27,4,18,1.0,26.73,0.0,26.73
6793,2023-06-27,3,23,1.0,78.96,0.0,78.96
6794,2023-06-27,3,36,5.0,199.37,0.0,996.85
6795,2023-06-27,1,38,2.0,235.01,0.0,470.02
6796,2023-06-27,1,8,1.0,94.17,0.0,94.17
6797,2023-06-27,8,39,3.0,19.02,0.0,57.06
6798,2023-06-27,6,29,3.0,239.04,0.0,717.12
6799,2023-06-27,6,12,4.0,204.81,0.0,819.24
6800,2023-06-27,4,18,1.0,26.73,0.0,26.73
6801,2023-06-27,4,19,1.0,52.25,0.0,52.25
6802,2023-06-27,8,36,5.0,199.37,0.0,996.85
6803,2023-06-27,5,33,5.0,45.39,0.0,226.95
6804,2023-06-27,2,5,5.0,185.37,0.0,926.85
6805,2023-06-27,4,39,1.0,19.02,0.0,19.02
6806,2023-06-27,4,28,4.0,38.16,0.0,152.64
6807,2023-06-27,6,26,4.0,92.25,0.0,369.0
6808,2023-06-27,2,21,4.0,70.06,0.0,280.24
6809,2023-06-28,7,39,4.0,19.02,0.0,76.08
6810,2023-06-28,7,29,4.0,239.04,0.0,956.16
6811,2023-06-28,1,16,1.0,180.43,0.0,180.43
6812,2023-06-28,8,3,1.0,140.11,0.0,140.11
6813,2023-06-28,5,36,1.0,199.37,0.0,199.37
6814,2023-06-28,4,4,4.0,11.33,0.23963079781517704,34.46
6815,2023-06-28,8,36,1.0,199.37,0.0,199.37
6816,2023-06-28,6,16,5.0,180.43,0.0,902.15
6817,2023-06-28,7,6,5.0,63.67,0.19065512530352757,257.65
6818,2023-06-28,8,28,5.0,38.16,0.0,190.8
6819,2023-06-28,5,36,4.0,199.37,0.0,797.48
6820,2023-06-28,5,23,,78.96,0.1708608996036433,65.47
6821,2023-06-28,2,12,2.0,204.81,0.0,409.62
6822,2023-06-28,2,31,1.0,202.74,0.0,202.74
6823,2023-06-28,6,12,4.0,204.81,0.2865500529941836,584.49
6824,2023-06-28,7,32,5.0,181.5,0.0,907.5
6825,2023-06-28,2,25,4.0,96.32,0.0,385.28
6826,2023-06-28,3,29,1.0,239.04,0.0,239.04
6827,2023-06-28,2,19,4.0,52.25,0.0,209.0
6828,2023-06-28,3,22,2.0,79.06,0.0,158.12
6829,2023-06-28,8,24,4.0,197.31,0.0,789.24
6830,2023-06-28,6,33,3.0,45.39,0.0,136.17
6831,2023-06-28,3,36,4.0,199.37,0.0,797.48
6832,2023-06-28,8,40,1.0,115.79,0.0,115.79
